# 中国·国家地名信息库 地名公告
# https://dmfw.mca.gov.cn/nameChange.html
# https://dmfw.mca.gov.cn/name/getListOther?title=&pageNum=1&pageSize=12
#
# word	pinyin

001乡道	001xiāngdào
凤锦池北座二横巷	Fèngjǐnchí Běizuò 2 Héngxiàng
凤锦池北座二直巷	Fèngjǐnchí Běizuò 2 Zhíxiàng
凤锦池北座五横巷	Fèngjǐnchí Běizuò 5 Héngxiàng
凤锦池北座六横巷	Fèngjǐnchí Běizuò 6 Héngxiàng
凤锦池北座四横巷	Fèngjǐnchí Běizuò 4 Héngxiàng
凤锦池南座一横巷	Fèngjǐnchí Nánzuò 1 Héngxiàng
凤锦池南座一直巷	Fèngjǐnchí Nánzuò 1 Zhíxiàng
凤锦池南座三横巷	Fèngjǐnchí Nánzuò 3 Héngxiàng
凤锦池南座二横巷	Fèngjǐnchí Nánzuò 2 Héngxiàng
凤锦池南座二直巷	Fèngjǐnchí Nánzuò 2 Zhíxiàng
凤锦池南座五横巷	Fèngjǐnchí Nánzuò 5 Héngxiàng
凤锦池南座六横巷	Fèngjǐnchí Nánzuò 6 Héngxiàng
凤锦池南座四横巷	Fèngjǐnchí Nánzuò 4 Héngxiàng
凤锦池路	Fèngjǐnchí Lù
凤锦河一直巷	Fèngjǐnhé 1 Zhíxiàng
凤锦河三直巷	Fèngjǐnhé 3 Zhíxiàng
凤锦河二直巷	Fèngjǐnhé 2 Zhíxiàng
凤锦河五直巷	Fèngjǐnhé 5 Zhíxiàng
凤锦河四直巷	Fèngjǐnhé 4 Zhíxiàng
凤锦溪一横巷	Fèngjǐnxī 1 Héngxiàng
凤锦溪一直巷	Fèngjǐnxī 1 Zhíxiàng
凤锦溪七横巷	Fèngjǐnxī 7 Héngxiàng
凤锦溪三横巷	Fèngjǐnxī 3 Héngxiàng
凤锦溪二横巷	Fèngjǐnxī 2 Héngxiàng
凤锦溪二直巷	Fèngjǐnxī 2 Zhíxiàng
凤锦溪五横巷	Fèngjǐnxī 5 Héngxiàng
凤锦溪六横巷	Fèngjǐnxī 6 Héngxiàng
凤锦溪四横巷	Fèngjǐnxī 4 Héngxiàng
凤锦溪路	Fèngjǐnxī Lù
凤锦路	Fèngjǐn Lù
凤门口东路	Fèngménkǒu Dōnglù
凤门路	Fèngmén Lù
凤阁胡同	Fènggé Hútong
凤阁路	Fènggé Lù / Fēnggé Lù
凤阙一社巷	Fèngquē 1 Shèxiàng
凤阙七社巷	Fèngquē 7 Shèxiàng
凤阙三社巷	Fèngquē 3 Shèxiàng
凤阙九社巷	Fèngquē 9 Shèxiàng
凤阙二社巷	Fèngquē 2 Shèxiàng
凤阙五社巷	Fèngquē 5 Shèxiàng
凤阙八社巷	Fèngquē 8 Shèxiàng
凤阙六社巷	Fèngquē 6 Shèxiàng
凤阙十社上巷	Fèngquē 10 Shèshàngxiàng
凤阙十社下巷	Fèngquē 10 Shèxiàxiàng
凤阙四社巷	Fèngquē 4 Shèxiàng
凤阳东路	Fèngyángdōnglù
凤阳公路	Fèngyánggōnglù
凤阳农博城	Fèngyáng Nóngbó Chéng
凤阳大隆路	Fèngyáng Dàlóng Lù
凤阳巷	Fèngyáng Xiàng
凤阳桥	Fèngyáng Qiáo
凤阳街	Fèngyáng Jiē
凤阳路	Fèngyáng Lù
凤陆路	Fènglù Lù
凤陈路	Fèngchén Lù
凤降路	Fèngjiàng Lù
凤院路	Fèngyuàn Lù
凤院路一巷	Fèngyuàn Lù 1 Xiàng
凤隐岩路	Fèngyǐnyán Lù
凤雅桥	Fèngyǎ Qiáo
凤雅路	Fèngyǎ Lù
凤集街	Fèngjí Jiē
凤集路	Fèngjí Lù
凤雏立交桥	Fèngchú Lìjiāoqiáo
凤雨路	Fèngyǔ Lù
凤霞路	Fèngxiá Lù
凤青路	Fèngqīng Lù
凤韩街	Fènghán Jiē
凤顶一库	Fèngdǐngyīkù
凤顶水库	Fèngdǐngshuǐkù
凤顶路	Fèngdǐng Lù
凤顺路	Fèngshùn Lù
凤颜路	Fèngyán Lù
凤飞街	Fèngfēi Jiē
凤飞路	Fèngfēi Lù
凤首路	Fèngshǒulù
凤香路	Fèngxiāng Lù
凤馨公馆	Fèngxīngōngguǎn
凤馨花园	Fèngxīn Huāyuán
凤驿花开路	Fèngyì Huākāi Lù
凤驿路	Fèngyì Lù
凤髻路	Fèngjìlù
凤鸣一巷	Fèngmíng 1 Xiàng / Fèngmíngyīxiàng
凤鸣一路	Fèngmíngyílù
凤鸣三路	Fèngmíngsānlù
凤鸣东巷	Fèngmíngdōngxiàng
凤鸣东路	Fèngmíng Dōnglù
凤鸣中路	Fèngmíng Zhōnglù
凤鸣久序小区	Fèngmíngjiǔxù Xiǎoqū
凤鸣九章	Fèngmíngjiǔzhāng
凤鸣二巷	Fèngmíng 2 Xiàng
凤鸣二路	Fèngmíngèrlù
凤鸣五路	Fèngmíngwǔlù
凤鸣亭路	Fèngmíngtíng Lù
凤鸣六路	Fèngmíngliùlù
凤鸣凹巷	Fèngmíngāo Xiàng
凤鸣北巷	Fèngmíngběixiàng
凤鸣南巷	Fèngmíngnánxiàng
凤鸣南路	Fèngmíng Nánlù
凤鸣合院小区	Fèngmínghéyuàn Xiǎoqū
凤鸣园	Fèngmíng Yuán
凤鸣天成	Fèngmíng Tiānchéng
凤鸣天阙花园	Fèngmíngtiānquè Huāyuán
凤鸣安康一路	Fèngmíngānkāngyílù
凤鸣安康二路	Fèngmíngānkāngèrlù
凤鸣宸睿小区	Fèngmíngchénruìxiǎoqū
凤鸣居	Fèngmíngjū
凤鸣山晓尊邸东区	Fèngmíngshānxiǎo Zūndǐ Dōngqū
凤鸣山晓尊邸西区	Fèngmíngshānxiǎo Zūndǐ Xīqū
凤鸣山河小区	Fèngmíngshānhé Xiǎoqū
凤鸣山河花园	Fèngmíngshānhéhuāyuán
凤鸣山路	Fèngmíngshān Lù
凤鸣岗北一巷	Fèngmínggǎng Běi 1 Xiàng
凤鸣岗南一巷	Fèngmínggǎng Nán 1 Xiàng
凤鸣岗南一座巷	Fèngmínggǎng Nán 1 Zuò Xiàng
凤鸣岗南三座巷	Fèngmínggǎng Nán 3 Zuò Xiàng
凤鸣岗南二座巷	Fèngmínggǎng Nán 2 Zuò Xiàng
凤鸣岗南后巷	Fèngmínggǎng Nánhòuxiàng
凤鸣岗后一巷	Fèngmínggǎng Hòu 1 Xiàng
凤鸣岗正一座巷	Fèngmínggǎng Zhèng 1 Zuò Xiàng
凤鸣岗正三座巷	Fèngmínggǎng Zhèng 3 Zuò Xiàng
凤鸣岗正二座巷	Fèngmínggǎng Zhèng 2 Zuò Xiàng
凤鸣巷	Fèngmíng Xiàng / Fēngmíng Xiàng
凤鸣府	Fèngmíng Fǔ
凤鸣承瑞小区	Fèng Míng Chéng Ruì Xiǎo Qū
凤鸣文化广场	Fèngmíngwénhuàguǎngchǎng
凤鸣新筑苑	Fèngmíngxīnzhù Yuàn
凤鸣新苑	Fèngmíngxīnyuàn
凤鸣朝阳府	Fèngmíngcháoyáng Fǔ
凤鸣桥	Fèngmíng Qiáo
凤鸣汀澜小区	Fèngmíngtīnglán Xiǎoqū
凤鸣湖路	Fèngmínghú Lù
凤鸣溪路	Fèngmíngxī Lù
凤鸣秉睿二期小区	Fèngmíngbǐngruìèrqīxiǎoqū
凤鸣秉睿小区	Fèng Míng Bǐng Ruì Xiǎo Qū
凤鸣胡同	Fèngmíng Hútòng
凤鸣花园	Fèngmíng Huāyuán
凤鸣花语园	Fèngmínghuāyǔ Yuán
凤鸣苑	Fèngmíngyuàn
凤鸣街	Fèngmíng Jiē
凤鸣西巷	Fèngmíngxīxiàng
凤鸣西街	Fèngmíng Xījiē
凤鸣西路	Fèngmíng Xīlù
凤鸣谷路	Fèngmínggǔ Lù
凤鸣路	Fengmíng Lù / Fèngmíng Lù
凤鸣路（延长）	Fèngmíng Lù
凤鸣辰庐府	Fèngmíngchénlú Fǔ
凤鸣里	Fèngmínglǐ
凤鸣长安小区	Fèngmíngchángānxiǎoqū
凤鸣雅院	Fèngmíng Yǎyuàn
凤鸾路	Fèngluán Lù
凤鸿巷	Fènghóng Xiàng
凤鸿路	Fènghóng Lù
凤麓雅庭小区	Fènglùyǎtíngxiǎoqū
凤麟南院小区	Fènglínnányuànxiǎoqū
凤麟路	FèngLínLù
凤黄路	Fènghuáng Lù
凤齐路	Fèngqí Lù
凤龙一路	Fènglóng 1 Lù
凤龙三路	Fènglóng 3 Lù
凤龙二路	Fènglóng 2 Lù
凤龙大道	Fènglóng Dàdào
凤龙小区	Fènglóng Xiǎoqū
凤龙胡同	Fèng lóng Hú tòng
凤龙街	Fènglóngjiē
凤龙路	Fènglóng Lù
凫塘路	Fútánglù
凫山大道	Fúshān Dàdào
凫影路	Fúyǐnglù
凫溪路	Fúxī Lù
凫翼路	Fúyì Lù
凫阳新村前街	Fúyángxīncūn Qiánjiē
凫阳新村后街	Fúyángxīncūn Hòujiē
凫陶路	Fútáolù
凫顺路	Fúshùnlù
凫鸭塘大道	Fúyātángdàdào
凭伞垌路	Píngsǎndònglù
凭伞巷	Píngsǎn Xiàng
凭曲路	Píngqǔ Lù
凭澜路	Pínglán Lù
凭祥街	Píngxiáng Jiē
凭輋路	Píngshē Lù
凭阑巷	Pínglánxiàng
凯丁街	Kǎidīngjiē
凯业路	Kǎiyè Lù
凯东路	Kǎidōng Lù
凯丰亭	Kǎifēng Tíng
凯丰街	Kǎifēngjiē
凯丰路	Kǎifēng Lù
凯丽华庭	Kǎilìhuátíng
凯云里	Kǎi Yún Lǐ
凯信科技大楼	Kǎixìn Kējì Dàlóu
凯先路	Kǎixiānlù
凯光新天地庄园鹭湖小区	Kǎiguāngxīntiāndì Zhuāngyuán Lùhú Xiǎoqū
凯创商务中心	Kǎichuàngshāngwù Zhōngxīn
凯创路	Kǎichuànglù
凯北街	Kǎiběi Jiē
凯华巷	KǎihuáXiàng
凯发巷	Kǎifā Xiàng
凯发苑六期	Kǎifāyuàn Liùqī
凯和路	Kǎihé Lù
凯哨路	Kǎishàolù
凯园路	Kǎiyuán Lù
凯城商业中心	Kǎichéngshāngyèzhōngxīn
凯城大道	Kǎichéng Dàdào
凯天尚品公寓	Kǎitiānshàngpǐn Gōngyù
凯天悦筑	Kǎitiān Yuèzhù
凯宏巷	Kǎihóngxiàng
凯家路	Kăijiā Lù
凯寨路	Kǎizhài Lù
凯平巷	Kǎipínghàng
凯平路	Kǎipíng lù
凯庆街	Kǎiqìng Jiē
凯康路	Kǎikāng Lù
凯御滨江商务广场	Kǎiyùbīnjiāng Shāngwùguǎngchǎng
凯德巷	Kǎidéxiàng
凯悦大厦	Kǎiyuè Dàshà
凯悦天赋花园	Kǎiyuètiānfù Huāyuán
凯悦街	Kǎiyuèjiē
凯悦路	Kǎiyuè Lù
凯惠路	Kǎihuìlù
凯成胡同	Kǎichéng Hútong
凯文胡同	KǎiWénHúTong
凯斯西路	Kǎisīxīlù
凯新路	Kǎixīn Lù
凯旋一巷	Kǎixuán Yī Xiàng
凯旋三巷	Kǎixuán Sān Xiàng
凯旋中心大街	Kǎixuánzhōngxīndà Jiē
凯旋二巷	Kǎixuán Èr Xiàng
凯旋华府	Kǎixuánhuáfǔ
凯旋国际小区	Kǎixuán Guójì Xiǎoqū
凯旋大道	Kǎixuán Dàdào
凯旋巷	Kǎixuán Xiàng
凯旋广场	Kǎixuán Guǎngchǎng
凯旋府小区	Kǎixuánfǔ Xiǎoqū
凯旋湾苑	Kǎixuánwānyuàn
凯旋社区居民委员会	Kǎixuán Shèqū Jūmínwěiyuánhuì
凯旋胡同	Kǎixuán Hútong / Kǎixuánhútòng
凯旋花园	Kǎixuánhuāyuán
凯旋街	Kǎixuán Jiē
凯旋街一巷	Kǎixuánjiēyīxiàng
凯旋街七巷	Kǎixuánjiēqīxiàng
凯旋街三巷	Kǎixuánjiēsānxiàng
凯旋街二巷	Kǎixuánjiēèrxiàng
凯旋街五巷	Kǎixuánjiēwǔxiàng
凯旋街八巷	Kǎixuánjiēbāxiàng
凯旋街六巷	Kǎixuánjiēliùxiàng
凯旋街四巷	Kǎixuánjiēsìxiàng
凯旋路	Kǎixuán Lù
凯旺巷	Kǎiwàngxiàng
凯旺路	Kǎiwànglù
凯昌巷	Kǎichāng Xiàng
凯明路	Kǎimínglù
凯桥胡同	Kǎiqiáo Hútong
凯森广场	Kǎisēn Guǎngchǎng
凯森街	Kǎisēn Jiē
凯歌胡同	Kǎigēhútòng
凯歌路	Kǎigē Lù
凯正路	Kǎizhènglù
凯江一桥	
凯江三桥	
凯江九桥	
凯江二桥	
凯江五桥	
凯江六桥	
凯江十桥	
凯江四桥	
凯江桥	Kǎijiāngqiáo
凯江湖闸桥	Kǎijiānghúzháqiáo
凯河路	Kǎihélù
凯泰街	Kǎitài Jiē
凯洪街	Kǎihóngjiē
凯润花园	Kǎirùn Huāyuán
凯源路	Kǎiyuán Lù
凯玉街	Kǎiyùjiē
凯瑞天序云苑	Kǎiruìtiānxùyúnyuàn
凯瑞瑞园	Kǎiruìruìyuán
凯瑞路	Kǎiruì Lù
凯盛街	Kǎishèng Jiē
凯盛路	Kǎishèng Lù
凯祥巷	Kǎixiáng Xiàng
凯祥街	Kǎixiáng Jiē
凯祥路	Kǎixiáng Lù
凯福路	Kǎifú Lù
凯福里	Kǎifú Lǐ
凯立巷	KǎilìXiàng
凯翔园	Kǎixiáng Yuán
凯翔街	Kǎixiángjiē
凯翔西路	Kǎixiángxī Lù
凯耆街	Kǎiqí Jiē
凯芳巷	Kǎifāng Xiàng
凯茂五金机电贸易中心	Kǎimàowǔjīnjīdiàn Màoyìzhōngxīn
凯莹街	Kǎiyíng Jiē
凯蒂斯东一巷	Kǎidìsī Dōng 1 Xiàng
凯蒂斯东二巷	Kǎidìsīdōng 2 Xiàng
凯蒂斯西巷	Kǎidìsī Xī Xiàng
凯虹路	Kǎihónglù
凯行路	Kǎixínglù
凯诚未来境花园	Kǎichéngwèiláijìnghuāyuán
凯谐花园	Kǎixiéhuāyuán
凯越胡同	Kǎiyuèhútòng
凯越路	Kǎiyuè Lù
凯辉家园	Kǎihuī Jiāyuán
凯达路	Kǎidá Lù
凯达里	Kǎidá Lǐ
凯远华府小区	Kǎiyuǎnhuáfǔ Xiǎoqū
凯迪大街	Kǎidídàjiē
凯里路	Kǎilǐ Lù
凯里金融中心	Kǎilǐ Jīnróngzhōngxīn
凯阳街	Kǎiyángjiē
凯阳路	Kǎiyáng Lù
凯陈路	Kǎichénlù
凯顺街	Kǎishùn Jiē
凯顺路	Kǎishùnlù
凯顿商业楼	Kǎidù Shāngyèlóu
凯风路	Kǎifēng Lù
凯香胡同	Kǎixiānghútòng
凯龙.海棠院	Kǎilóng.Hǎitángyuàn
凰冈路	Huánggānglù
凰坪路	Huángpínglù
凰山路	Huángshān Lù
凰岗坪村一巷	Huánggǎngpíngcūn 1 Xiàng
凰岗坪村三巷	Huánggǎngpíngcūn 3 Xiàng
凰岗坪村二巷	Huánggǎngpíngcūn 2 Xiàng
凰岗坪村四巷	Huánggǎngpíngcūn 4 Xiàng
凰岗路	Huánggǎng Lù
凰岭路	Huánglǐng Lù
凰崖一街	Huángyá 1 Jiē
凰崖三街	Huángyá 3 Jiē
凰崖四街	Huángyá 4 Jiē
凰旺路	Huángwàng Lù
凰洲巷	Huángzhōu Xiàng
凰瑞街	huángruì jiē
凰瑞路	Huángruìlù
凰目路	Huángmù Lù
凰窝村	Huángwōcūn
凰西路	Huángxīlù
凰跳街	Huángtiào Jiē
凰锦公馆	Huángjǐn Gōngguǎn
凰鸣东商住小区	Huángmíngdōngshāngzhùxiǎoqū
凰鸣西商住小区	Huángmíngxīshāngzhùxiǎoqū
凳子路	Dèngzi Lù
凸底路	Tūdǐlù
凸起湾路	Tūqǐwān Lù
凸银路	Tūyínlù
凹上路	ĀoShàng Lù
凹下路	Āo Xià Lù
凹口村一巷	Āokǒucūn 1 Xiàng
凹口村七巷	Āokǒucūn 7 Xiàng
凹口村三巷	Āokǒucūn 3 Xiàng
凹口村九巷	Āokǒucūn 9 Xiàng
凹口村二巷	Āokǒucūn 2 Xiàng
凹口村五巷	Āokǒucūn 5 Xiàng
凹口村八巷	Āokǒucūn 8 Xiàng
凹口村六巷	Āokǒucūn 6 Xiàng
凹口村十一巷	Āokǒucūn 11 Xiàng
凹口村十三巷	Āokǒucūn 13 Xiàng
凹口村十二巷	Āokǒucūn 12 Xiàng
凹口村十五巷	Āokǒucūn 15 Xiàng
凹口村十四巷	Āokǒucūn 14 Xiàng
凹口村十巷	Āokǒucūn 10 Xiàng
凹口村四巷	Āokǒucūn 4 Xiàng
凹地一巷	Āodìyīxiàng
凹地二巷	Āodìèrxiàng
凹塘中心巷	Āotáng Zhōngxīn Xiàng
凹塘路	Āotáng Lù
凹头岭路	Āotóulǐng Lù
凹头路	Āntóu Lù / Āotóu Lù
凹子头路	Aàzǐtóu Lù
凹子背路	Āozǐbèi Lù
凹子路	ĀoZǐ Lù
凹孙文化广场	Āosūnwénhuà Guǎngchǎng
凹崖巷、老巷	Āoyáxiàng、Lǎoxiàng
凹底村一巷	Āodǐcūn 1 Xiàng
凹底村七巷	Āodǐcūn 7 Xiàng
凹底村三巷	Āodǐcūn 3 Xiàng
凹底村九巷	Āodǐcūn 9 Xiàng
凹底村二巷	Āodǐcūn 2 Xiàng
凹底村五巷	Āodǐcūn 5 Xiàng
凹底村八巷	Āodǐcūn 8 Xiàng
凹底村六巷	Āodǐcūn 6 Xiàng
凹底村十一巷	Āodǐcūn 11 Xiàng
凹底村十七巷	Āodǐcūn 17 Xiàng
凹底村十三巷	Āodǐcūn 13 Xiàng
凹底村十二巷	Āodǐcūn 12 Xiàng
凹底村十五巷	Āodǐcūn 15 Xiàng
凹底村十八巷	Āodǐcūn 18 Xiàng
凹底村十六巷	Āodǐcūn 16 Xiàng
凹底村十四巷	Āodǐcūn 14 Xiàng
凹底村十巷	Āodǐcūn 10 Xiàng
凹底村四巷	Āodǐcūn 4 Xiàng
凹掌路	Āozhǎnglù
凹杨路	Āoyáng Lù
凹桥机耕路	Āoqiáojīgēng Lù
凹桥路	Āoqiáo Lù
凹梁子路	Āoliángzǐ Lù
凹楠路	Āonán Lù
凹王路	Āowáng Lù
凹的巷	Āodexiàng
凹盔地路	Āokuīdì Lù
凹竹路	ĀoZhú Lù
凹背一路	Āobèi 1 Lù
凹背二路	Āobèi 2 Lù
凹背冲路	Āobèichōng Lù
凹背巷	Āobèi Xiàng
凹背桥	Āobèiqiáo
凹背路	ĀoBèi Lù
凹里一巷	Āolǐyīxiàng
凹里七巷	Āolǐqīxiàng
凹里三巷	Āolǐsānxiàng
凹里上路	Āolǐshàng Lù
凹里中巷	Āolǐzhōngxiàng
凹里九巷	Āolǐjiǔxiàng
凹里二巷	Āolǐèrxiàng
凹里五巷	Āolǐwǔxiàng
凹里八巷	Āolǐbāxiàng
凹里六巷	Āolǐliùxiàng
凹里十巷	Āolǐshíxiàng
凹里四巷	Āolǐsìxiàng
凹里街	Āolǐ Jiē
凹里路	Āolǐ Lù
凹野冲路	Āoyěchōng Lù
凹门上路	Āoménshàng Lù
凹陈桥	Āochén Qiáo
出千路	Chūqiānlù
出口巷	Chūkǒu Xiàng
出城路	Chūchéng Lù
出塞道	Chūsài Dào
出境街	Chūjìng Jiē
出境路	Chūjìnglù
出孙路	Chūsūnlù
出寨路	Chūzhài Lù
出屯街	Chūtún Jiē
出山口路	Chūshānkǒu Lù
出山路	Chūshān Lù
出张路	Chūzhānglù
出征路	Chūzhēng Lù
出新路	Chūxīnlù
出村一路	Chūcūn 1 Lù
出村三路	Chūcūn 3 Lù
出村北一路	Chūcūnběi1 Lù
出村北二路	Chūcūnběi2 Lù
出村街	Chūcūn Jiē
出村路	Chūcūn Lù
出槽路	Chūcáo Lù
出水井路	Chūshuĭjĭng Lù
出水岩路	Chūshuǐyán Lù
出水巷	Chūshuǐ Xiàng
出水洞桥	Chūshuǐdòngqiáo
出水路	Chūshuǐlù
出汶路	Chūwèn Lù
出海路	Chūhǎi Lù
出猴路	Chūhóu Lù
出石云路	Chūshíyúnlù
出米石路	Chūmǐshí Lù
出翠刘村文化广场	Chūcuìliúcūnwénhuà Guǎngchǎng
出行路	Chūxíng Lù
出贤路	Chūxián Lù
出路街	Chūlù Jiē
击坚街	Jījiān Jiē
击鼓寨路一巷	Jīgǔzhàilù 1 Xiàng
击鼓路	Jīgǔ Lù
凼井路	Dàngjĭng Lù
凼仔里路	Dàngzǐlǐlù
凼口路	Dàngkŏu Lù
凼子冲路	Dàngzichōnglù
凼山岭路	Dàngshānlǐng Lù
凼拔路	Dàngbá Lù
凼潘路	Dàngpān Lù
凼里路	Dànglǐlù
函丈村上函路	Hánzhàngcūnshànghánlù
函丈村函卓街	Hánzhàngcūnhánzhuōjiē
函丈村函启街	Hánzhàngcūnhánqǐjiē
函丈村函善路	Hánzhàngcūnhánshànlù
函丈村函德街	Hánzhàngcūnhándéjiē
函丈村函毅街	Hánzhàngcūnhányìjiē
函丈村函辉街	Hánzhàngcūnhánhuījiē
函丈村函酒衔	Hánzhàngcūnhánjiǔxián
函普路	Hánpǔ Lù
函盛街	Hánshèng Jiē
函门凹路	Hánmén'āo Lù
凿岭路	Záolǐng Lù
凿花路	Záohuā Lù
凿齿东南一街	Záochǐ Dōngnán 1 Jiē
凿齿路	Záochǐ Lù
刀坑路	Dāokēng Lù
刀堂巷	Dāotángxiàng
刀字桥巷	Dāozìqiáoxiàng
刀尖沟路	Dāojiāngōu Lù
刀币路	Dāobì Lù
刀杆冲路	Dāogānchōnglù
刀梁路	Dāoliáng Lù
刀片寨路	Dāopiànzhàilù
刀石坑路	Dāoshíkēng Lù
刀背岭路	Dāobèilǐng Lù
刀背路	Dāobèi Lù
刀苦坡路	Dāokǔpō Lù
刀郎记忆家苑	Dāolángjìyìjiāyuàn
刁东路	Diāodōnglù
刁丰路	Diāofēng Lù
刁公窝巷	Diāogōngwō Xiàng
刁兴路	Diāoxìnglù
刁养路	Diāoyǎng Lù
刁冯路	Diāoféng Lù
刁北街	diāoběi jiē
刁华路	Diāohuá Lù
刁哥东路	Diāogē Dōnglù
刁哥中路	Diāogēzhōnglù
刁哥西路	Diāogē Xīlù
刁嘉路	Diāo jiā Lù
刁坑一路	Diāokēng 1 lù
刁坑路	Diāokēng lù
刁家东街	Diāojiādōngjiē
刁家二崖路	Diāojiā'èryá Lù
刁家北街	Diāojiāběijiē
刁家北路	Diāojiāběilù
刁家南街	Diāojiānánjiē
刁家南路	Diāojiānánlù
刁家塂村睦邻路	Diāojiāxiàngcūn Mùlín Lù
刁家梁路	Diāojiāliánglù
刁家段大桥	Diāojiāduàn Dàqiáo
刁家湾路	Diāojiawān Lù / Diāojiāwānlù
刁家街一街	Diāojiājiē 1 Jiē
刁家街一路	Diāojiājiē 1 Lù
刁家街三路	Diāojiājiē 3 Lù
刁家街二街	Diāojiājiē 2 Jiē
刁家街二路	Diāojiājiē 2 Lù
刁家西巷	Diāojiāxīxiàng
刁家路	Diāojiā Lù / Diāojiā Ù
刁小村路	Diāoxiǎocūn Lù
刁屋排上路	Diāowūpái Shànglù
刁屋排下路	Diāowūpái Xiàlù
刁屋排路	Diāowūpái Lù
刁崖前街	diāoyáqián jiē
刁崖后街	diāoyáhòu jiē
刁巷桥	Diāoxiàngqiáo
刁庄街	Diāozhuāng Jiē
刁底路	Diāodǐlù
刁张路	Diāozhāng Lù
刁杨郭路	Diāoyángguō Lù
刁桥路	Diāoqiáolù
刁楼街	Diāolóu Jiē
刁沙土村吉祥路	Diāoshātǔcūnjíxiáng Lù
刁沙土村安康路	Diāoshātǔcūnānkāng Lù
刁沙土村菜园路	Diāoshātǔcūncàiyuán Lù
刁王路	Diāowáng Lù
刁虎山路	Diāohǔshān Lù
刁请胡同	Diāoqǐng Hútong
刁锦路	Diāojǐnlù
刁陈路	Diāochénlù
分丝路	Fēnsīlù
分九路	Fēnjiǔlù
分凤路	Fēnfèng Lù
分割路	Fēngē Lù
分卫街	Fēnwèi Jiē
分厂路	Fēnchǎng Lù
分场巷	Fēnchǎngxiàng
分坑岗一路	Fēnkēnggǎng 1 Lù
分宜天工广场	Fēnyíshìmín Guǎngchǎng
分宜市民广场	
分家河路	Fēnjiāhé Lù
分寺路	Fēnsì Lù
分山街	Fēnshān Jiē
分岭路	Fēnlǐnglù
分干路	Fèngàn Lù
分拣路	Fēnjiǎn Lù
分李路	Fēnlǐlù
分村路	Fēncūn Lù
分校路	Fēn xiào Lù
分桂路	Fēnguì Lù
分水东巷	Fēnshuǐdōngxiàng
分水东路	Fēnshuǐ Dōnglù
分水冲路	Fēnshuǐchōng Lù
分水坳路	Fēnshuǐ'ào Lù / Fēnshuǐào Lù
分水岭东路	Fēnshuǐlǐngdōng Lù
分水岭北路	Fēnshuǐlǐngběi Lù
分水岭路	Fēnshuĭlĭng Lù / Fēnshuǐlǐng Lù / Fēnshuǐlǐng lù
分水河路	Fēnshuǐhélù
分水西巷	Fēnshuǐxīxiàng
分水路	Fēnshuǐ Lù
分汇路	Fēnhuì Lù
分江一路	Fēnjiāng 1 Lù
分江二路	Fēnjiāng 2 Lù
分江浪路	Fēnjiānglàng Lù
分洪街	Fēnhóng Jiē
分渠路	Fēnqú Lù
分溪江路	Fēn xījiāng Lù
分狮路	Fēnshī Lù
分界上巷	Fēnjiè Shàng Xiàng
分界下巷	Fēnjiè Xià Xiàng
分界中巷	Fēnjiè Zhōng Xiàng
分界北路	Fēnjièběilù
分界南路	Fēnjiènánlù
分界和谐巷	Fēnjiè Héxié Xiàng
分界民乐路	Fēnjiè Mínyuè Lù
分界环村路	Fēnjiè Huáncūn Lù
分界街	Fēnjiè Jiē
分界路	Fēnjiè Lù
分直路	Fēnzhí Lù
分离立交桥	Fēnlílìjiāo Qiáo
分禾路	Fēnhé Lù
分竹路	Fēnzhú Lù
分联路	Fēnlián Lù
分良胡同	Fēnliáng Hútong
分范路	Fēnfàn Lù
分菜村内路	Fēncàicūn Nèilù
分菜环村路	Fēncài Huáncūn Lù
分菜路	Fēncài Lù
分角路	Fēnjiǎo Lù
分路口村村民委员会	Fēnlùkǒucūncūnmínwěiyuánhuì
分路村民委员会	Fēnlùcūnmínwěiyuánhuì
分邵路	Fēnshào Lù
分锡岭新居	Fēnxīlǐng Xīnjū
分队路	Fēnduì Lù
分龙路	Fēnlóng Lù
切岭路	Qièlǐng Lù
刈园东路	Yìyuándōng Lù
刈园西路	Yìyuánxī Lù
刈竹窝路	Yìzhúwō Lù
刊白路	Kānbái Lù
刊高路	Kāngāolù
刑厝边围巷	Xíngcuòbiānwéi Xiàng
刑巷路	Xíngxiàng Lù
划仑路	Huàlúnlù
划付路	Huàfùlù
划兴路	Huáxīng Lù
划子口河路	Huàzǐkǒuhé Lù
划子口街	Huàzǐkǒu Jiē
划林路	Huálín Lù
划船兜巷	Huáchuándōu Xiàng
划船港桥	Huáchuángǎngqiáo
划船湾路	Huáchuánwān Lù
划船溪路	Huáchuánxīlù
划船路	Huáchuán Lù
划蔡路	Huàcàilù
划角中路	Huàjiǎozhōng Lù
划角路	Huàjiǎo Lù
划香组路	Huáxiāngzǔ Lù
划龙桥	Huálóng Qiáo
列军巷	Lièjūnxiàng
列圣庙路	Lièshèngmiào Lù
列里村富康路	Lièlǐ Cūn Fùkāng Lù
列里村朝阳路	Lièlǐ Cūn Cháoyáng Lù
列铺街	Lièpùjiē
列风巷	LièFēng Xiàng
列鬼路	Lièguǐ Lù
刘一路	Liúyílù
刘丁路	Liúdīnglù
刘丁鲁路	Liúdīnglǔlù
刘万山路	Liúwànshān Lù
刘万街	Liúwàn Jiē
刘万路	Liúwàn Lù
刘三义路	Liúsānyì Lù
