# 现代汉语词典（第7版）-2016年
# 原始词条：70,101（合并后67,439）
#
# 字词	序号	完整字词	拼音

买办阶级	34380	买办阶级	mǎibàn jiējí
买办资本	34381	买办资本	mǎibàn zīběn
买办资产阶级	34382	买办资产阶级	mǎibàn zīchǎn jiējí
买春	34383	买春	mǎichūn
买单	34384	买单1	mǎidān
买单	34385	买单2	mǎi//dān
买点	34386	买点	mǎidiǎn
买椟还珠	34387	买椟还珠	mǎidú-huánzhū
买断	34388	买断	mǎiduàn
买方市场	34389	买方市场	mǎifāng shìchǎng
买关节	34390	买关节	mǎi guānjié
买官	34391	买官	mǎi//guān
买好	34392	买好	mǎi//hǎo
买家	34393	买家	mǎijiā
买空卖空	34394	买空卖空	mǎikōng-màikōng
买路钱	34395	买路钱	mǎilùqián
买卖	34396	买卖	mǎi·mai
买卖人	34397	买卖人	mǎi·mairén
买面子	34398	买面子	mǎi miàn·zi
买通	34399	买通	mǎitōng
买账	34400	买账	mǎi//zhàng
买主	34401	买主	mǎizhǔ
买醉	34402	买醉	mǎizuì
荬	34403	荬（蕒）	mǎi
劢	34404	劢（勱）	mài
迈	34405	迈1（邁）	mài
迈	34406	迈2（邁）	mài
迈	34407	迈3（邁）	mài
迈步	34408	迈步	mài//bù
迈方步	34409	迈方步	mài fāngbù
迈进	34410	迈进	màijìn
迈四方步	34411	迈四方步	mài sìfāngbù
麦	34412	麦（麥）	mài
麦茬	34413	麦茬	màichá
麦冬	34414	麦冬	màidōng
麦饭石	34415	麦饭石	màifànshí
麦秆虫	34416	麦秆虫	màigǎnchóng
麦季	34417	麦季	màijì
麦秸	34418	麦秸	màijiē
麦酒	34419	麦酒	màijiǔ
麦糠	34420	麦糠	màikāng
麦克风	34421	麦克风	màikèfēng
麦客	34422	麦客	màikè
麦口	34423	麦口	màikǒu
麦口期	34424	麦口期	màikǒuqī
麦口上	34425	麦口上	màikǒu·shàng
麦浪	34426	麦浪	màilàng
麦粒肿	34427	麦粒肿	màilìzhǒng
麦芒儿	34428	麦芒儿	màimángr
麦片	34429	麦片	màipiàn
麦秋	34430	麦秋	màiqiū
麦收	34431	麦收	màishōu
麦莛	34432	麦莛	màitíng
麦芽糖	34433	麦芽糖	màiyátáng
麦子	34434	麦子	mài·zi
卖	34435	卖（賣）	mài
卖场	34436	卖场	màichǎng
卖唱	34437	卖唱	mài//chàng
卖春	34438	卖春	màichūn
卖呆	34439	卖呆	mài//dāi
卖单	34440	卖单	màidān
卖底	34441	卖底	mài//dǐ
卖点	34442	卖点	màidiǎn
卖方市场	34443	卖方市场	màifāng shìchǎng
卖功	34444	卖功	mài//gōng
卖狗皮膏药	34445	卖狗皮膏药	mài gǒupí gāo·yao
卖乖	34446	卖乖	mài//guāi
卖关节	34447	卖关节	mài guānjié
卖关子	34448	卖关子	mài guān·zi
卖官	34449	卖官	mài//guān
卖官鬻爵	34450	卖官鬻爵	màiguān-yùjué
卖国	34451	卖国	mài//guó
卖国贼	34452	卖国贼	màiguózéi
卖好	34453	卖好	mài//hǎo
卖家	34454	卖家	màijiā
卖劲	34455	卖劲	mài//jìn
卖老	34456	卖老	mài//lǎo
卖力	34457	卖力	màilì
卖力气	34458	卖力气	mài lì·qi
卖命	34459	卖命	mài//mìng
卖弄	34460	卖弄	mài·nong
卖俏	34461	卖俏	mài//qiào
卖人情	34462	卖人情	mài rénqíng
卖身	34463	卖身	mài//shēn
卖身投靠	34464	卖身投靠	màishēn-tóukào
卖相	34465	卖相	màixiàng
卖笑	34466	卖笑	màixiào
卖解	34467	卖解	màixiè
卖艺	34468	卖艺	mài//yì
卖淫	34469	卖淫	mài//yín
卖友	34470	卖友	màiyǒu
卖主	34471	卖主	màizhǔ
卖嘴	34472	卖嘴	mài//zuǐ
卖座儿	34473	卖座儿	màizuòr
脉	34474	脉（⁎脈、⁎衇、⁎䘑）	mài
脉案	34475	脉案	mài’àn
脉搏	34476	脉搏	màibó
脉冲	34477	脉冲	màichōng
脉动	34478	脉动	màidòng
脉金	34479	脉金1	màijīn
脉金	34480	脉金2	màijīn
脉理	34481	脉理	màilǐ
脉络	34482	脉络	màiluò
脉络膜	34483	脉络膜	màiluòmó
脉石	34484	脉石	màishí
脉息	34485	脉息	màixī
脉象	34486	脉象	màixiàng
脉压	34487	脉压	màiyā
脉枕	34488	脉枕	màizhěn
唛	34489	唛（嘜）	mài
鿏	34490	鿏（䥑）	mài
霡	34491	霡（⁑霢）	mài
霡霂	34492	霡霂	màimù
嫚	34493	嫚	mān
颟	34494	颟（顢）	mān
颟顸	34495	颟顸	mān·hān
埋	34496	埋	mán
埋怨	34497	埋怨	mányuàn
蛮	34498	蛮（蠻）	mán
蛮不讲理	34499	蛮不讲理	mánbùjiǎnglǐ
蛮干	34500	蛮干	mángàn
蛮横	34501	蛮横	mánhèng
蛮荒	34502	蛮荒	mánhuāng
蛮劲	34503	蛮劲	mánjìn
蛮子	34504	蛮子	mán·zi
谩	34505	谩（謾）	mán
蔓	34506	蔓	mán
蔓菁	34507	蔓菁	mán·jing
馒	34508	馒（饅）	mán
馒首	34509	馒首	mánshǒu
馒头	34510	馒头	mán·tou
瞒	34511	瞒（瞞）	mán
瞒报	34512	瞒报	mánbào
瞒哄	34513	瞒哄	mánhǒng
瞒上欺下	34514	瞒上欺下	mánshàng-qīxià
瞒天过海	34515	瞒天过海	mántiān-guòhǎi
鞔	34516	鞔	mán
鳗	34517	鳗（鰻）	mán
鳗鲡	34518	鳗鲡	mánlí
鬘	34519	鬘	mán
满	34520	满1（滿）	mǎn
满	34521	满2（滿）	Mǎn
满不在乎	34522	满不在乎	mǎnbùzài·hu
满仓	34523	满仓	mǎn//cāng
满城风雨	34524	满城风雨	mǎnchéng-fēngyǔ
满打满算	34525	满打满算	mǎndǎ-mǎnsuàn
满当当	34526	满当当	mǎndāngdāng
满登登	34527	满登登	mǎndēngdēng
满点	34528	满点	mǎndiǎn
满额	34529	满额	mǎn//é
满分	34530	满分	mǎnfēn
满服	34531	满服	mǎn//fú
满负荷	34532	满负荷	mǎnfùhè
满腹	34533	满腹	mǎnfù
满腹经纶	34534	满腹经纶	mǎnfù-jīnglún
满共	34535	满共	mǎngòng
满怀	34536	满怀1	mǎnhuái
满怀	34537	满怀2	mǎnhuái
满坑满谷	34538	满坑满谷	mǎnkēng-mǎngǔ
满口	34539	满口	mǎnkǒu
满满当当	34540	满满当当	mǎnmǎndāngdāng
满满登登	34541	满满登登	mǎnmǎndēngdēng
满门	34542	满门	mǎnmén
满面	34543	满面	mǎnmiàn
满面春风	34544	满面春风	mǎnmiàn-chūnfēng
满面红光	34545	满面红光	mǎnmiàn-hóngguāng
满目	34546	满目	mǎnmù
满目疮痍	34547	满目疮痍	mǎnmù-chuāngyí
满拧	34548	满拧	mǎnnǐng
满七	34549	满七	mǎnqī
满腔	34550	满腔	mǎnqiāng
满勤	34551	满勤	mǎnqín
满山遍野	34552	满山遍野	mǎnshān-biànyě
满师	34553	满师	mǎn//shī
满世界	34554	满世界	mǎnshì·jie
满堂	34555	满堂	mǎntáng
满堂彩	34556	满堂彩	mǎntángcǎi
满堂灌	34557	满堂灌	mǎntángguàn
满堂红	34558	满堂红	mǎntánghóng
满天飞	34559	满天飞	mǎntiānfēi
满孝	34560	满孝	mǎn//xiào
满心	34561	满心	mǎnxīn
满眼	34562	满眼	mǎnyǎn
满意	34563	满意	mǎnyì
满员	34564	满员	mǎn//yuán
满月	34565	满月1	mǎn//yuè
满月	34566	满月2	mǎnyuè
满载	34567	满载	mǎnzài
满载而归	34568	满载而归	mǎnzài’érguī
满招损，谦受益	34569	满招损，谦受益	mǎn zhāo sǔn, qiān shòu yì
满洲	34570	满洲	Mǎnzhōu
满足	34571	满足	mǎnzú
满族	34572	满族	Mǎnzú
满嘴	34573	满嘴	mǎnzuǐ
满座	34574	满座	mǎn//zuò
螨	34575	螨（蟎）	mǎn
螨虫	34576	螨虫	mǎnchóng
𬜬	34577	𬜬（蔄）	Màn
曼	34578	曼	màn
曼妙	34579	曼妙	mànmiào
曼声	34580	曼声	mànshēng
曼陀林	34581	曼陀林	màntuólín
曼陀罗	34582	曼陀罗	màntuóluó
曼延	34583	曼延	mànyán
谩	34584	谩（謾）	màn
谩骂	34585	谩骂	mànmà
墁	34586	墁	màn
蔓	34587	蔓	màn
蔓草	34588	蔓草	màncǎo
蔓草难除	34589	蔓草难除	màncǎo-nánchú
蔓生	34590	蔓生	mànshēng
蔓延	34591	蔓延	mànyán
幔	34592	幔	màn
幔帐	34593	幔帐	mànzhàng
幔子	34594	幔子	màn·zi
漫	34595	漫	màn
漫笔	34596	漫笔	mànbǐ
漫不经心	34597	漫不经心	mànbùjīngxīn
漫不经意	34598	漫不经意	mànbùjīngyì
漫步	34599	漫步	mànbù
漫长	34600	漫长	màncháng
漫道	34601	漫道	màndào
漫灌	34602	漫灌	mànguàn
漫画	34603	漫画	mànhuà
漫话	34604	漫话	mànhuà
漫漶	34605	漫漶	mànhuàn
漫记	34606	漫记	mànjì
漫卷	34607	漫卷	mànjuǎn
漫流	34608	漫流	mànliú
漫骂	34609	漫骂	mànmà
漫漫	34610	漫漫	mànmàn
漫儿	34611	漫儿	mànr
漫山遍野	34612	漫山遍野	mànshān-biànyě
漫说	34613	漫说	mànshuō
漫谈	34614	漫谈	màntán
漫天	34615	漫天	màntiān
漫无边际	34616	漫无边际	mànwúbiānjì
漫延	34617	漫延	mànyán
漫溢	34618	漫溢	mànyì
漫游	34619	漫游	mànyóu
漫语	34620	漫语	mànyǔ
慢	34621	慢	màn
慢半拍	34622	慢半拍	màn bànpāi
慢车	34623	慢车	mànchē
慢车道	34624	慢车道	mànchēdào
慢词	34625	慢词	màncí
慢待	34626	慢待	màndài
慢道	34627	慢道	màndào
慢火	34628	慢火	mànhuǒ
慢件	34629	慢件	mànjiàn
慢镜头	34630	慢镜头	mànjìngtóu
慢慢腾腾	34631	慢慢腾腾	màn·mantēngtēng
慢慢吞吞	34632	慢慢吞吞	màn·mantūntūn
慢慢悠悠	34633	慢慢悠悠	màn·manyōuyōu
慢坡	34634	慢坡	mànpō
慢热	34635	慢热	mànrè
慢三步	34636	慢三步	mànsānbù
慢说	34637	慢说	mànshuō
慢腾腾	34638	慢腾腾	mànténgténg（口语中也读màntēngtēng）
慢条斯理	34639	慢条斯理	màntiáo-sīlǐ
慢吞吞	34640	慢吞吞	màntūntūn
慢性	34641	慢性	mànxìng
慢性病	34642	慢性病	mànxìngbìng
慢性子	34643	慢性子	mànxìng·zi
慢悠悠	34644	慢悠悠	mànyōuyōu
慢走	34645	慢走	mànzǒu
慢阻肺	34646	慢阻肺	mànzǔfèi
嫚	34647	嫚	màn
嫚骂	34648	嫚骂	mànmà
缦	34649	缦（縵）	màn
熳	34650	熳	màn
镘	34651	镘（鏝、⁑槾）	màn
牤	34652	牤（⁑𤛘）	māng
牤牛	34653	牤牛	māngniú
牤子	34654	牤子	māng·zi
邙	34655	邙	Máng
芒	34656	芒	máng
芒草	34657	芒草	mángcǎo
芒刺在背	34658	芒刺在背	mángcì-zàibèi
芒果	34659	芒果	mángguǒ
芒硝	34660	芒硝	mángxiāo
芒种	34661	芒种	mángzhòng
忙	34662	忙	máng
忙不迭	34663	忙不迭	mángbùdié
忙叨叨	34664	忙叨叨	mángdāodāo
忙叨	34665	忙叨	máng·dao
忙乎	34666	忙乎	máng·hu
忙活儿	34667	忙活儿	mánghuór
忙活	34668	忙活	máng·huo
忙季	34669	忙季	mángjì
忙里偷闲	34670	忙里偷闲	mánglǐ-tōuxián
忙碌	34671	忙碌	mánglù
忙乱	34672	忙乱	mángluàn
忙忙叨叨	34673	忙忙叨叨	máng·mangdāodāo
忙音	34674	忙音	mángyīn
忙于	34675	忙于	mángyú
忙月	34676	忙月	mángyuè
杧	34677	杧	máng
杧果	34678	杧果	mángguǒ
尨	34679	尨	máng
盲	34680	盲	máng
盲肠	34681	盲肠	mángcháng
盲肠炎	34682	盲肠炎	mángchángyán
盲从	34683	盲从	mángcóng
盲打	34684	盲打	mángdǎ
盲道	34685	盲道	mángdào
盲点	34686	盲点	mángdiǎn
盲动	34687	盲动	mángdòng
盲干	34688	盲干	mánggàn
盲降	34689	盲降	mángjiàng
盲井	34690	盲井	mángjǐng
盲流	34691	盲流	mángliú
盲目	34692	盲目	mángmù
盲棋	34693	盲棋	mángqí
盲区	34694	盲区	mángqū
盲人	34695	盲人	mángrén
盲人摸象	34696	盲人摸象	mángrén-mōxiàng
盲人瞎马	34697	盲人瞎马	mángrén-xiāmǎ
盲蛇	34698	盲蛇	mángshé
盲审	34699	盲审	mángshěn
盲文	34700	盲文	mángwén
盲信	34701	盲信	mángxìn
盲杖	34702	盲杖	mángzhàng
盲字	34703	盲字	mángzì
氓	34704	氓	máng
茫	34705	茫	máng
茫茫	34706	茫茫	mángmáng
茫昧	34707	茫昧	mángmèi
茫然	34708	茫然	mángrán
茫然若失	34709	茫然若失	mángrán-ruòshī
茫无头绪	34710	茫无头绪	mángwútóuxù
厖	34711	厖	máng
硭	34712	硭	máng
硭硝	34713	硭硝	mángxiāo
铓	34714	铓（鋩）	máng
铓锣	34715	铓锣	mángluó
牻	34716	牻	máng
莽	34717	莽1	mǎng
莽	34718	莽2	mǎng
莽苍	34719	莽苍	mǎngcāng
莽汉	34720	莽汉	mǎnghàn
莽莽	34721	莽莽	mǎngmǎng
莽原	34722	莽原	mǎngyuán
莽撞	34723	莽撞	mǎngzhuàng
漭	34724	漭	mǎng
漭漭	34725	漭漭	mǎngmǎng
蟒	34726	蟒	mǎng
蟒袍	34727	蟒袍	mǎngpáo
蟒蛇	34728	蟒蛇	mǎngshé
猫	34729	猫1（⁎貓）	māo
猫	34730	猫2（⁎貓）	māo
猫豹	34731	猫豹	māobào
猫步	34732	猫步	māobù
猫哭耗子	34733	猫哭耗子	māokūhào·zi
猫哭老鼠	34734	猫哭老鼠	māokūlǎoshǔ
猫儿腻	34735	猫儿腻	māornì
猫儿食	34736	猫儿食	māorshí
猫儿眼	34737	猫儿眼	māoryǎn
猫头鹰	34738	猫头鹰	māotóuyīng
猫熊	34739	猫熊	māoxióng
猫眼	34740	猫眼	māoyǎn
猫眼道钉	34741	猫眼道钉	māoyǎn dàodīng
猫腰	34742	猫腰	māo//yāo
猫鱼	34743	猫鱼	māoyú
毛	34744	毛1	máo
毛	34745	毛2	máo
毛白杨	34746	毛白杨	máobáiyáng
毛笔	34747	毛笔	máobǐ
毛边	34748	毛边	máobiān
毛边纸	34749	毛边纸	máobiānzhǐ
毛病	34750	毛病	máo·bìng
毛玻璃	34751	毛玻璃	máobō·li
毛布	34752	毛布	máobù
毛菜	34753	毛菜	máocài
毛糙	34754	毛糙	máo·cao
毛茶	34755	毛茶	máochá
毛鲿鱼	34756	毛鲿鱼	máochángyú
毛虫	34757	毛虫	máochóng
毛刺	34758	毛刺	máocì
毛豆	34759	毛豆	máodòu
毛发	34760	毛发	máofà
毛纺	34761	毛纺	máofǎng
毛茛	34762	毛茛	máogèn
毛估	34763	毛估	máogū
毛咕	34764	毛咕	máo·gu
毛骨悚然	34765	毛骨悚然	máogǔ-sǒngrán
毛孩儿	34766	毛孩儿	máoháir
毛孩子	34767	毛孩子	máohái·zi
毛蚶	34768	毛蚶	máohān
毛烘烘	34769	毛烘烘	máohōnghōng
毛乎乎	34770	毛乎乎	máohūhū
毛活儿	34771	毛活儿	máohuór
毛尖	34772	毛尖	máojiān
毛巾	34773	毛巾	máojīn
毛巾被	34774	毛巾被	máojīnbèi
毛举细故	34775	毛举细故	máojǔ-xìgù
毛举细务	34776	毛举细务	máojǔ-xìwù
毛孔	34777	毛孔	máokǒng
毛拉	34778	毛拉	máolā
毛蓝	34779	毛蓝	máolán
毛利	34780	毛利	máolì
毛料	34781	毛料	máoliào
毛驴	34782	毛驴	máolǘ
毛毛虫	34783	毛毛虫	máo·maochóng
毛毛雨	34784	毛毛雨	máo·maoyǔ
毛南族	34785	毛南族	Máonánzú
毛囊	34786	毛囊	máonáng
毛坯	34787	毛坯	máopī
毛坯房	34788	毛坯房	máopīfáng
毛皮	34789	毛皮	máopí
毛片儿	34790	毛片儿	máopiānr
毛片	34791	毛片	máopiàn
毛票	34792	毛票	máopiào
毛渠	34793	毛渠	máoqú
毛茸茸	34794	毛茸茸	máoróngróng
毛瑟枪	34795	毛瑟枪	máosèqiāng
毛手毛脚	34796	毛手毛脚	máoshǒu-máojiǎo
毛遂自荐	34797	毛遂自荐	máosuì-zìjiàn
毛毯	34798	毛毯	máotǎn
毛桃	34799	毛桃	máotáo
毛条	34800	毛条	máotiáo
毛窝	34801	毛窝	máowō
毛细管	34802	毛细管	máoxìguǎn
毛细现象	34803	毛细现象	máoxì-xiànxiàng
毛细血管	34804	毛细血管	máoxì-xuèguǎn
毛虾	34805	毛虾	máoxiā
毛线	34806	毛线	máoxiàn
毛丫头	34807	毛丫头	máoyā·tou
毛样	34808	毛样	máoyàng
毛衣	34809	毛衣	máoyī
毛蚴	34810	毛蚴	máoyòu
毛躁	34811	毛躁	máo·zao
毛泽东思想	34812	毛泽东思想	Máo Zédōng sīxiǎng
毛毡	34813	毛毡	máozhān
毛织品	34814	毛织品	máozhīpǐn
毛重	34815	毛重	máozhòng
毛猪	34816	毛猪	máozhū
毛竹	34817	毛竹	máozhú
毛装	34818	毛装	máozhuāng
毛子	34819	毛子	máo·zi
矛	34820	矛	máo
矛盾	34821	矛盾	máodùn
矛盾律	34822	矛盾律	máodùnlǜ
矛头	34823	矛头	máotóu
茆	34824	茆	máo
茅	34825	茅	máo
茅草	34826	茅草	máocǎo
茅厕	34827	茅厕	máo·ce（方言中读máo·si）
茅房	34828	茅房	máofáng
茅坑	34829	茅坑	máokēng
茅庐	34830	茅庐	máolú
茅棚	34831	茅棚	máopéng
茅塞顿开	34832	茅塞顿开	máosè-dùnkāi
茅舍	34833	茅舍	máoshè
茅台酒	34834	茅台酒	máotáijiǔ
茅屋	34835	茅屋	máowū
牦	34836	牦（⁎犛、⁎氂）	máo
牦牛	34837	牦牛	máoniú
旄	34838	旄	máo
酕	34839	酕	máo
酕醄	34840	酕醄	máotáo
锚	34841	锚（錨）	máo
锚泊	34842	锚泊	máobó
锚地	34843	锚地	máodì
锚位	34844	锚位	máowèi
髦	34845	髦	máo
髳	34846	髳	Máo
蝥	34847	蝥	máo
蟊	34848	蟊	máo
蟊贼	34849	蟊贼	máozéi
冇	34850	冇	mǎo
卯	34851	卯1（⁎夘、⁎戼）	mǎo
卯	34852	卯2（⁎夘、⁎戼）	mǎo
卯时	34853	卯时	mǎoshí
卯榫	34854	卯榫	mǎosǔn
卯眼	34855	卯眼	mǎoyǎn
峁	34856	峁	mǎo
泖	34857	泖	mǎo
昴	34858	昴	mǎo
铆	34859	铆（鉚）	mǎo
铆钉	34860	铆钉	mǎodīng
铆钉枪	34861	铆钉枪	mǎodīngqiāng
铆工	34862	铆工	mǎogōng
铆接	34863	铆接	mǎojiē
铆劲儿	34864	铆劲儿	mǎo//jìnr
芼	34865	芼	mào
皃	34866	皃	mào
茂	34867	茂	mào
茂密	34868	茂密	màomì
茂盛	34869	茂盛	màoshèng
眊	34870	眊	mào
冒	34871	冒（⁎冐）	mào
冒充	34872	冒充	màochōng
冒顶	34873	冒顶	mào//dǐng
冒渎	34874	冒渎	màodú
冒犯	34875	冒犯	màofàn
冒富	34876	冒富	mào//fù
冒功	34877	冒功	mào//gōng
冒号	34878	冒号	màohào
冒火	34879	冒火	mào//huǒ
冒尖	34880	冒尖	mào//jiān
冒进	34881	冒进	màojìn
冒领	34882	冒领	màolǐng
冒昧	34883	冒昧	màomèi
冒名	34884	冒名	mào//míng
冒牌	34885	冒牌	màopái
冒认	34886	冒认	màorèn
冒傻气	34887	冒傻气	mào shǎqì
冒失	34888	冒失	mào·shi
冒失鬼	34889	冒失鬼	mào·shiguǐ
冒死	34890	冒死	màosǐ
冒天下之大不韪	34891	冒天下之大不韪	mào tiānxià zhī dà bù wěi
冒头	34892	冒头	mào//tóu
冒险	34893	冒险	mào//xiǎn
贸	34894	贸1（貿）	mào
贸	34895	贸2（貿）	mào
贸然	34896	贸然	màorán
贸易	34897	贸易	màoyì
贸易壁垒	34898	贸易壁垒	màoyì bìlěi
贸易风	34899	贸易风	màoyìfēng
耄	34900	耄	mào
耄耋	34901	耄耋	màodié
𬪍	34902	𬪍（鄮）	Mào
袤	34903	袤	mào
鄚	34904	鄚	Mào（旧读Mò）
䓮	34905	䓮	mào
䓮䕅	34906	䓮䕅	màosǎo
帽	34907	帽（⁎㡌）	mào
帽翅	34908	帽翅	màochì
帽耳	34909	帽耳	mào’ěr
帽花	34910	帽花	màohuā
帽徽	34911	帽徽	màohuī
帽盔儿	34912	帽盔儿	màokuīr
帽舌	34913	帽舌	màoshé
帽檐	34914	帽檐	màoyán
帽子	34915	帽子	mào·zi
帽子戏法	34916	帽子戏法	mào·zi xìfǎ
媢	34917	媢	mào
瑁	34918	瑁	mào
楙	34919	楙	mào
毷	34920	毷	mào
毷氉	34921	毷氉	màosào
貌	34922	貌	mào
貌合神离	34923	貌合神离	màohé-shénlí
貌似	34924	貌似	màosì
貌相	34925	貌相	màoxiàng
瞀	34926	瞀	mào
懋	34927	懋	mào
么	34928	么（△麽）	·me
末	34929	末	·me
嚜	34930	嚜	·me
没	34931	没	méi
没边儿	34932	没边儿	méi//biānr
没词儿	34933	没词儿	méi//cír
没大没小	34934	没大没小	méidà-méixiǎo
没的说	34935	没的说	méi·deshuō
没底	34936	没底	méi//dǐ
没法儿	34937	没法儿	méifǎr
没关系	34938	没关系	méi guān·xi
没劲	34939	没劲	méi//jìn
没精打采	34940	没精打采	méijīng-dǎcǎi
没来由	34941	没来由	méi láiyóu
没脸	34942	没脸	méi//liǎn
没…没…	34943	没…没…	méi…méi…
没门儿	34944	没门儿	méi//ménr
没命	34945	没命	méimìng
没跑儿	34946	没跑儿	méipǎor
没脾气	34947	没脾气	méi pí·qi
没谱儿	34948	没谱儿	méi//pǔr
没轻没重	34949	没轻没重	méiqīng-méizhòng
没趣	34950	没趣	méiqù
没日没夜	34951	没日没夜	méirì-méiyè
没商量	34952	没商量	méi shāng·liang
没什么	34953	没什么	méi shén·me
没事	34954	没事	méi//shì
没事人	34955	没事人	méishìrén
没说的	34956	没说的	méishuō·de
没挑儿	34957	没挑儿	méitiāor
没头苍蝇	34958	没头苍蝇	méitóu-cāng·ying
没头没脑	34959	没头没脑	méitóu-méinǎo
没完	34960	没完	méi//wán
没戏	34961	没戏	méi//xì
没心没肺	34962	没心没肺	méixīn-méifèi
没羞	34963	没羞	méixiū
没样儿	34964	没样儿	méi//yàngr
没意思	34965	没意思	méi yì·si
没影儿	34966	没影儿	méi//yǐngr
没有	34967	没有	méi·yǒu
没有说的	34968	没有说的	méiyǒu shuōde
没缘	34969	没缘	méiyuán
没辙	34970	没辙	méi//zhé
没治	34971	没治	méizhì
没准儿	34972	没准儿	méi//zhǔnr
玫	34973	玫	méi
玫瑰	34974	玫瑰	méi·gui
玫瑰红	34975	玫瑰红	méi·guihóng
玫瑰紫	34976	玫瑰紫	méi·guizǐ
枚	34977	枚	méi
眉	34978	眉	méi
眉笔	34979	眉笔	méibǐ
眉端	34980	眉端	méiduān
眉飞色舞	34981	眉飞色舞	méifēi-sèwǔ
眉峰	34982	眉峰	méifēng
眉高眼低	34983	眉高眼低	méigāo-yǎndī
眉睫	34984	眉睫	méijié
眉开眼笑	34985	眉开眼笑	méikāi-yǎnxiào
眉来眼去	34986	眉来眼去	méilái-yǎnqù
眉毛	34987	眉毛	méi·mao
眉毛胡子一把抓	34988	眉毛胡子一把抓	méi·mao hú·zi yī bǎ zhuā
眉目	34989	眉目	méimù
眉目	34990	眉目	méi·mu
眉批	34991	眉批	méipī
眉清目秀	34992	眉清目秀	méiqīng-mùxiù
眉梢	34993	眉梢	méishāo
眉题	34994	眉题	méití
眉头	34995	眉头	méitóu
眉心	34996	眉心	méixīn
眉眼	34997	眉眼	méiyǎn
眉眼高低	34998	眉眼高低	méiyǎn-gāodī
眉宇	34999	眉宇	méiyǔ
莓	35000	莓（⁑苺）	méi
娒	35001	娒	méi
梅	35002	梅（⁎楳、⁎槑）	méi
梅毒	35003	梅毒	méidú
梅干菜	35004	梅干菜	méigāncài
梅花	35005	梅花	méihuā
梅花鹿	35006	梅花鹿	méihuālù
梅花针	35007	梅花针	méihuāzhēn
梅雨	35008	梅雨	méiyǔ
梅子	35009	梅子	méi·zi
脢	35010	脢（⁑脄）	méi
郿	35011	郿	Méi
嵋	35012	嵋	méi
猸	35013	猸	méi
猸子	35014	猸子	méi·zi
湄	35015	湄	méi
媒	35016	媒	méi
媒介	35017	媒介	méijiè
媒婆	35018	媒婆	méipó
媒染剂	35019	媒染剂	méirǎnjì
媒人	35020	媒人	méi·ren
媒妁	35021	媒妁	méishuò
媒体	35022	媒体	méitǐ
媒质	35023	媒质	méizhì
媒子	35024	媒子	méi·zi
瑂	35025	瑂	méi
楣	35026	楣	méi
煤	35027	煤	méi
煤层	35028	煤层	méicéng
煤耗	35029	煤耗	méihào
煤化	35030	煤化	méihuà
煤核儿	35031	煤核儿	méihúr
煤斤	35032	煤斤	méijīn
煤精	35033	煤精	méijīng
煤末	35034	煤末	méimò
煤气	35035	煤气	méiqì
煤气机	35036	煤气机	méiqìjī
煤球	35037	煤球	méiqiú
煤炭	35038	煤炭	méitàn
煤田	35039	煤田	méitián
煤烟子	35040	煤烟子	méiyān·zi
煤窑	35041	煤窑	méiyáo
煤油	35042	煤油	méiyóu
煤渣	35043	煤渣	méizhā
煤砟子	35044	煤砟子	méizhǎ·zi
煤砖	35045	煤砖	méizhuān
禖	35046	禖	méi
酶	35047	酶	méi
镅	35048	镅（鎇）	méi
鹛	35049	鹛（鶥）	méi
霉	35050	霉（黴）	méi
霉变	35051	霉变	méibiàn
霉干菜	35052	霉干菜	méigāncài
霉菌	35053	霉菌	méijūn
霉烂	35054	霉烂	méilàn
霉气	35055	霉气	méi·qì
霉头	35056	霉头	méitóu
霉雨	35057	霉雨	méiyǔ
糜	35058	糜（⁑穈、⁑𪎭）	méi
糜子	35059	糜子	méi·zi
每	35060	每	měi
每常	35061	每常	měicháng
每况愈下	35062	每况愈下	měikuàng-yùxià
